deg	deg	HIP	mag	mas	mag	sptype
185.5182152475	+61.5913955966	 60316	 6.74	   7.36	 1.104	G5
185.5190842257	-31.9462655695	 60317	 8.27	  16.24	 0.596	G2V
185.5191992745	-51.3858595442	 60318	 8.60	   1.03	 0.243	A4IV
185.5281808092	+59.6066632988	 60319	 9.35	   2.05	 0.434	F5
185.5305788746	-67.5221053315	 60320	 5.15	   9.71	 0.195	Am
185.5322020833	-58.4446712011	 60321	11.45	  17.89	 1.310	
185.5347836735	+07.5696617422	 60322	 9.17	  -1.52	 1.435	K0
185.5358943490	-35.5119653311	 60323	 7.02	   4.95	 0.950	G5III
185.5363983943	-51.8230009770	 60324	10.78	   1.35	      	G
185.5362876962	+11.5684739131	 60325	 9.97	  22.37	 1.040	K0
185.5384650324	+18.3708749053	 60326	10.32	   6.27	 0.657	G0
185.5451185184	+24.7738659853	 60327	 6.21	   9.97	-0.012	A0V
185.5475044867	+49.4791602841	 60328	 9.66	   7.33	 0.437	F5
185.5501270396	-68.3073157369	 60329	 5.73	   8.24	 1.038	K0III
185.5488947066	+73.2484826617	 60331	 7.97	  23.16	 0.744	G7V
185.5537398230	-83.3199296582	 60330	 8.90	   6.59	 0.446	F5V
185.5620335225	-38.4515931682	 60332	 7.53	   5.58	 0.978	G8III
185.5625941759	+04.8549353640	 60333	 7.64	   5.48	 1.407	M...
185.5623591955	-73.5037061066	 60334	 6.77	   7.97	 0.161	A4/A5V
185.5697085951	-67.2706299334	 60335	 8.79	   5.67	 0.427	F3IV
185.5706213175	+48.4301312582	 60336	10.37	  17.04	 1.030	K8
185.5714592237	+03.2976936516	 60337	 7.99	  15.91	 0.500	F8
185.5770764296	-15.5554056236	 60338	 6.54	   5.24	 1.238	K0/K1III
185.5825199677	-65.6083563346	 60339	 7.75	  -0.30	 0.038	B1Ib
185.5847426645	+61.4717089919	 60340	 8.31	   3.71	 0.844	G5
185.5859919849	-02.7761902564	 60341	 8.86	   8.69	 0.506	F8
185.5867080576	-65.6908488948	 60342	 8.62	   1.97	 0.091	B9IV/V
185.5886396331	+25.1699671213	 60343	11.35	  33.15	 1.350	M:
185.5901028954	+82.6572304209	 60344	 9.00	   3.57	 0.362	G
185.5925038299	+09.9426886281	 60345	 8.63	   3.97	 1.240	K0
185.5990492650	+32.6119432578	 60346	 9.54	  24.90	 0.940	K0V
185.6031505895	+22.4641440428	 60347	 8.53	  11.47	 0.470	F5...
185.6035608442	-51.0262072503	 60348	 8.80	  12.80	 0.490	F5V
185.6107678693	-24.2365862001	 60349	 7.01	   6.31	 1.154	K2III
185.6233643257	+40.8265489739	 60350	11.60	   0.16	-0.164	A5m
185.6263007873	+25.8461602696	 60351	 4.78	  11.93	 0.515	F8:p...
185.6320693408	+05.3111585820	 60352	10.47	   9.20	 1.192	
185.6334951005	+05.3054443658	 60353	 6.46	  33.53	 0.567	F8V
185.6340369954	+20.6178723137	 60354	10.83	   2.17	 0.567	F8
185.6367541376	+16.3580142595	 60355	 9.53	  13.70	 0.800	K0
185.6378019685	+48.3528593266	 60356	 7.41	   4.09	 0.201	A5V
185.6419786189	+27.6047113225	 60357	10.89	  32.22	 1.473	M3V
185.6433082729	+26.6215374293	 60358	 7.86	   2.49	 1.356	K2III
185.6460779906	-50.8029123154	 60359	 8.19	   2.49	 0.287	A6IV/V
185.6521994923	-49.3261285397	 60360	 7.90	  10.07	 0.147	A2IV/V
185.6530802718	-62.2159859004	 60361	 8.33	   3.19	 0.030	B9V
185.6559619072	-33.5607937066	 60362	 8.23	   2.96	 0.430	F3IV/V
185.6629254500	-42.3659396332	 60363	10.82	  -0.46	 0.986	Gp
185.6635766830	+27.1333845828	 60364	 8.47	   1.50	 1.529	K2III
185.6695451131	+55.8351413461	 60365	 8.10	   5.02	 0.414	F5
185.6709815109	+05.9149395872	 60366	 8.47	  18.82	 0.617	G0
185.6733172793	+31.2488827422	 60367	 8.25	   5.10	 1.102	K0III
185.6754541825	+20.1489141247	 60368	 7.92	   0.68	 1.286	K2
185.6785674913	-27.7619657540	 60369	 9.18	   3.13	 1.276	K2III:
185.6866968607	-39.1776809457	 60370	 6.70	  39.02	 0.639	G3IV/V
185.6880302146	-44.3807774619	 60371	 8.85	   2.99	 0.874	K0:II/III+.
185.6911937513	-13.1155767425	 60372	 9.17	   2.94	 0.955	G8III/IV
185.6917279777	+30.8009415778	 60373	 8.92	   0.60	 1.350	K4III
185.6941987060	-52.2930480465	 60374	 6.52	   7.66	 1.010	G8III
185.6981248878	+22.8733119919	 60375	 9.77	  -1.14	 0.590	G0
185.7005135624	-67.8141293257	 60376	 8.14	   3.12	 0.050	B8III/IV
185.7037966858	+68.5247794378	 60377	 8.45	   3.29	 0.228	A2
185.7044962892	-00.2497293171	 60378	 9.40	   6.20	 0.465	G5
185.7059632343	-57.6761318622	 60379	 5.38	   9.54	-0.098	B9V
185.7067686097	+43.8082920714	 60380	 7.89	   2.80	 0.945	G9III
185.7067434494	+60.1047212429	 60381	 7.69	   2.08	 1.365	K0
185.7092034006	-45.6590213008	 60382	 7.59	   7.91	 0.179	A1IVm...
185.7099625462	+39.2756256135	 60383	 8.18	   5.13	 1.130	K2III
185.7128665974	+50.0459873772	 60384	 9.25	   1.89	 1.676	M2III
185.7142101741	-33.9946716973	 60385	 8.15	   3.45	 1.026	K0III
185.7190855594	-50.0672007512	 60386	 8.89	   4.15	 0.378	F2IV
185.7196550145	+11.6070787897	 60387	10.01	   0.46	 0.809	G5
185.7287218109	-14.6628983196	 60388	 7.47	  12.27	 0.468	F3V
185.7342440806	-05.7800216617	 60389	 8.52	   5.89	 0.286	A2
185.7365577529	-52.3900524993	 60390	 8.73	   3.58	 1.201	K1III
185.7464746818	-50.0125475299	 60391	 9.33	  10.69	 0.682	G3/G5IV
185.7471524983	+16.2434308462	 60392	 8.27	   3.44	 1.053	K0
185.7499597412	+70.3235739457	 60393	 8.61	   3.16	 0.798	K0
185.7503093820	-64.7303409366	 60394	 7.12	   6.56	 1.121	K1III
185.7503451864	+29.5450629593	 60395	10.66	  -0.22	 0.375	F2
185.7504999026	-53.3820081092	 60397	 9.13	   3.62	 0.354	F0m...
185.7503897066	-24.8712181163	 60396	 6.82	   6.91	 1.063	K0III
185.7506908075	+64.0308309051	 60398	11.63	  55.50	 1.610	M4
185.7557287831	-05.5865923815	 60399	 8.91	   7.92	 0.590	F8
185.7682878677	+30.6106345898	 60400	 9.28	   7.22	 0.530	F8
185.7688035070	+48.8548674668	 60401	 8.39	   5.16	 1.068	K0III
185.7696566154	-00.9359942654	 60402	 9.40	   6.10	 0.388	F8
185.7711646130	+12.6851791080	 60403	 9.24	   3.58	 1.099	K0
185.7768137768	+19.1439342622	 60404	 9.32	   1.77	 1.110	K0
185.7809754581	-41.0454826551	 60405	 8.11	   3.92	 0.980	G8III/IV
185.7850021418	+25.8513768271	 60406	 9.10	  11.86	 0.551	F8V
185.7897456479	-07.2991250264	 60407	 6.96	   3.54	 0.980	K0
185.7912087720	-52.4205376243	 60408	 7.86	   4.98	 1.075	K0III
185.7934083926	-04.9118402773	 60409	 9.73	   9.05	 0.660	F8
185.7971142936	-01.9146445783	 60410	 9.95	   6.73	 0.809	F5
185.7999326113	+42.7200642189	 60411	 8.87	  11.27	 0.548	G0
185.8013325863	+32.9449970693	 60412	 9.53	   3.96	 0.406	F2
185.8059272535	+42.8996747381	 60413	 8.79	  10.20	 0.435	F5
185.8096745786	-37.4897834046	 60414	 7.16	   6.11	 0.322	F0V
185.8102301243	+13.6618892800	 60415	10.49	  -0.37	 0.404	F2
185.8120884883	+53.1887262352	 60416	 8.89	   2.40	 0.485	F8
185.8078704190	-67.6315463293	 60417	 6.36	  19.69	 0.887	K0IV-V
185.8140237526	-04.9745025725	 60418	 6.47	   7.17	 1.189	K0
185.8161727639	+13.6221601607	 60419	 8.51	   4.67	 0.330	F5
185.8180285619	-09.7713493764	 60420	 7.64	   3.92	 1.103	K0
185.8286132003	-11.8121172265	 60421	 6.48	   3.70	 1.640	M3III
185.8342193102	-35.0510603960	 60422	12.00	  20.18	 1.415	
185.8361171013	+19.6599405572	 60423	 8.26	   2.12	 1.208	K2
185.8391015031	-75.2309541901	 60424	 9.27	   2.97	 1.012	G6III
185.8399417431	-24.8406687746	 60425	 5.66	  10.32	 1.153	K1III
185.8413232912	-26.4715108510	 60426	 7.82	   7.48	 0.411	A3m...
185.8527251838	+52.1536556936	 60427	 9.76	  13.36	 0.845	G5
185.8542008279	-07.0528543679	 60428	 9.39	   5.84	 0.363	F2V
185.8543787151	-53.6469757206	 60429	 8.71	   1.16	-0.100	B2V
185.8567910084	-41.8477919353	 60430	 7.79	   5.91	 0.133	A1V
185.8612043696	+68.0705297456	 60431	 9.18	   7.88	 0.488	F8
185.8611412165	-56.7759636601	 60432	 9.24	   6.62	 0.600	F3V
185.8624454724	+63.0333581294	 60434	 8.16	   3.92	 1.176	K0
185.8618607778	+20.2908242950	 60433	10.02	  22.31	 1.070	K7
185.8636318234	-44.3203685221	 60435	 8.55	   2.62	 1.048	K0III
185.8648245911	-06.1187941310	 60436	 7.18	  16.25	 0.477	F8
185.8671398010	+39.7963391530	 60437	 8.80	   4.76	 0.533	F8III
185.8676585989	-23.1613584956	 60438	10.84	  22.67	 1.527	K4.5
185.8749002000	+24.5932554418	 60439	 7.40	   4.40	 1.064	K0IIIw...
185.8774276461	+00.7124138008	 60440	 8.68	  14.60	 0.501	G0
185.8780010726	+17.3557426434	 60441	 9.03	   8.08	 0.523	F5
185.8783969505	-50.6344367087	 60442	 8.62	   1.06	 1.386	K2/K3III/IV
185.8823658601	+54.9834872081	 60443	11.51	  18.02	 1.582	K7
185.8882833677	+67.1883142416	 60444	11.19	  77.01	      	
185.8866263497	+13.9225684461	 60445	 8.98	   9.12	 0.640	G5
185.8949960139	-59.5418389918	 60447	 8.38	  12.36	 0.863	G6IV
185.8946386101	+27.9132391693	 60448	11.33	  30.02	 1.474	M3V
185.8949919542	+23.4285297208	 60446	 8.93	   4.33	 0.523	F8V
185.8975830208	-35.4126774348	 60449	 5.32	   7.98	-0.066	B8/B9V
              	              	 60450	11.16	       	      	
185.8993449185	-03.6773674697	 60451	 8.82	   3.88	 1.005	K0
185.9006885974	-16.6807458625	 60452	 8.87	   4.38	 0.351	A9/F0V
185.9008294123	+60.9030894774	 60453	 7.69	   4.76	 0.945	G5
185.9030934670	-39.3023602603	 60454	 6.39	   8.38	 0.285	F2V
185.9070460042	-61.6291256444	 60455	 6.89	   1.97	 0.670	F7Ib/II
185.9106037461	+01.5228116322	 60456	 8.82	   5.48	 0.262	A3
185.9151849763	-20.0881018524	 60457	 7.87	  14.17	 0.898	K1V
185.9208704302	+26.9799335453	 60458	 8.37	  12.54	 0.448	F5V
185.9258034803	-63.8700805932	 60459	 7.41	  10.21	 0.146	G6IV
185.9272516794	+11.9204864461	 60460	 8.92	   0.84	 1.030	K0
185.9278880812	-38.1202838340	 60461	 8.66	   8.53	 0.438	F3V
185.9275166982	-30.7760413588	 60462	 9.42	  24.35	 0.840	K1V
190.3605727154	+21.6138584185	 61924	11.69	  14.89	 1.296	
185.9364325098	-38.9113808446	 60463	 5.79	   9.52	-0.064	B8/B9V
185.9395416659	-36.8749324458	 60464	 9.31	   1.05	 1.491	K2
185.9405347270	-65.7113965449	 60465	 8.43	   0.35	 1.809	K4
185.9440439322	+64.5274959467	 60466	 8.76	   1.60	 1.022	G5
185.9458838175	+42.5427435597	 60467	 6.03	   9.75	 0.366	F3IV
185.9492836127	-30.3354151243	 60468	 6.39	   4.06	 1.572	K5III
185.9506743395	-63.9860330898	 60469	 8.13	   7.44	 0.290	A4m...
185.9546379251	+60.1009791574	 60470	 8.22	   2.18	 0.958	G5
185.9617016803	+54.1585104058	 60471	 7.73	   0.64	 1.100	G5
185.9625584382	+08.3439901650	 60473	 8.83	   1.86	 0.321	F0
185.9647229934	-63.9863606410	 60472	 9.42	   7.44	 1.308	
185.9695509645	-19.2255982351	 60474	 7.45	   3.17	 1.071	K0III
185.9725646502	+83.4281297855	 60476	 8.18	   6.62	 0.559	F8
185.9731392251	+12.5802546980	 60475	10.39	  47.11	 1.442	K5
185.9746758191	+40.7195183580	 60477	 7.99	   3.58	 1.575	M1III
185.9776276750	+15.6177674279	 60478	 8.81	   5.24	 0.990	K0
185.9797705552	-08.3688143532	 60479	 8.96	   0.91	 1.163	K2
185.9803884541	-46.6777917112	 60480	 9.29	  12.97	 0.648	G3V
185.9849295661	+45.0353196490	 60481	 9.63	   1.05	 0.810	G7III
185.9859076939	-49.4801728437	 60482	10.53	   1.53	 0.309	F2
185.9931292712	-60.0843182558	 60483	 8.66	   3.77	 1.145	G8III/IV
185.9945704044	+57.7841649665	 60484	 8.20	   0.99	 1.300	K2III
186.0062276633	+51.5622567639	 60485	 4.76	   8.30	 0.877	G7III
186.0093311142	-19.5718584444	 60486	 7.44	  12.21	 0.448	F5V
186.0112685708	-73.1269043401	 60487	 9.12	   5.09	 1.367	K0III
186.0117891990	-61.9062904300	 60488	11.53	   4.29	 0.320	
186.0135664075	+23.9824859737	 60489	 8.86	   2.90	 1.080	K0
186.0144210603	+25.8512322119	 60490	 6.71	  11.57	 0.244	Am
186.0165296550	-26.0140040460	 60491	 7.82	   1.26	 1.661	M0III
186.0195466023	+02.2978906558	 60492	 9.89	   5.51	 0.590	G0
186.0223336751	-66.1139801036	 60493	 8.68	   2.15	 0.997	G2:IV+...
186.0261957741	+77.1089102401	 60494	 8.86	   2.06	 0.774	G5
186.0328521384	+39.8632136453	 60495	 8.99	   2.15	 1.200	K1III
186.0377926161	+36.3300837665	 60496	 9.77	   5.54	 0.450	F5
186.0425300608	-57.9182992212	 60497	 7.75	  20.05	 0.557	F8Vw...
186.0442960038	-28.5555854035	 60498	 8.79	   8.61	 0.439	F3/F5V
186.0450148298	-53.5714700321	 60499	 8.69	   3.61	 0.438	F2IV
186.0478995637	+05.9715652500	 60500	 7.65	   2.33	 1.563	M4III
186.0499184797	+03.9306484708	 60501	10.70	  21.36	 1.577	M0
186.0499994762	-35.6337756300	 60502	 9.71	   1.35	 1.216	M5III:e
186.0539048403	-38.9138138085	 60503	 6.88	  12.89	 0.272	A7/A8III
186.0590453153	+60.8320323527	 60504	 8.74	  11.90	 0.601	F5
186.0617037952	+41.6808225438	 60506	 9.84	  -0.47	 1.040	K1III
186.0624346049	-22.8407585567	 60507	 9.16	  -0.17	 1.484	K2III
186.0647910641	-78.3666287909	 60505	 8.81	  13.41	 0.724	G8V
186.0656318554	-59.7597984995	 60508	 8.50	   6.92	 0.435	F2V
186.0685880608	+09.5080507944	 60509	 9.00	   2.10	 1.160	K0
186.0694015160	+10.2919237791	 60510	 9.65	  14.69	 0.734	G5
186.0714404063	+24.3245315885	 60511	 9.99	   0.72	 0.794	G9V
186.0747244560	-45.0371613914	 60512	 9.59	  16.91	 0.911	K0V
186.0760967044	-58.9764483723	 60513	 8.52	   7.95	 0.414	F3V
186.0771758176	+26.0986057639	 60514	 5.17	  11.47	 0.082	A3V
186.0780969920	-25.5553179457	 60515	 8.30	   4.40	 0.240	A3V
186.0839264478	+63.7933304154	 60516	 8.44	   1.53	 0.984	K0
186.0891481430	-47.3729371190	 60517	 6.61	   6.32	-0.049	B9V
186.0901264077	-10.4751108835	 60518	 7.43	   7.04	 0.973	K0
186.0899970955	-25.2111950502	 60519	 8.06	  15.03	 0.475	F5V
186.0947944920	-22.8022067674	 60520	 9.54	  -2.08	 1.740	M2/M3III:
186.0950367137	-30.9411076901	 60521	10.48	   1.61	 1.200	Gp...
186.1021279184	+43.0874741310	 60522	 7.88	   2.78	 0.328	F0
186.1058187145	+53.4484246121	 60523	10.77	   6.71	 0.680	
186.1092429569	+33.9518435654	 60524	10.73	   5.75	 0.765	F8
186.1116816973	+25.5824040846	 60525	 6.41	  10.23	 0.276	F0V
186.1171647046	-77.2146961779	 60526	 6.98	   3.88	 1.515	K3III
186.1178030759	+11.1680591632	 60527	 9.06	   6.32	 0.537	G0
186.1215099787	+59.5174829799	 60528	 9.00	   6.82	 0.440	F5
186.1247991225	+31.2803549063	 60529	 8.81	  18.39	 0.742	G6IV
186.1259322295	+34.9663049600	 60530	10.07	  11.47	 0.685	G6V
186.1265048478	+22.1648084779	 60531	 8.89	   9.12	 0.514	G5
186.1324891655	-12.2822329721	 60532	 9.31	   5.44	 1.099	G5
186.1357949830	+04.3311702435	 60533	 7.96	   6.81	 0.993	K0
186.1413246861	-49.4402001047	 60534	 7.52	   1.86	 1.995	Npvar
186.1507621642	+18.6683575251	 60535	 8.20	   1.79	 1.520	K2
186.1514295786	+64.1054362564	 60536	 8.23	   1.94	 1.068	K0
186.1534041170	-38.7207615912	 60537	 8.53	   2.55	 1.720	K5III:
186.1536308547	-27.2817389629	 60538	 9.91	  -4.55	 1.090	G8V
186.1589160852	+41.3323592926	 60539	 7.21	   4.67	 1.313	K2IIICN...
186.1615989352	-52.1968354414	 60540	 9.14	   2.86	 0.341	A7V
186.1641210786	+05.0348712404	 60541	 7.97	  20.97	 0.578	F8
186.1672810114	-52.5706568250	 60542	 7.78	   5.46	 0.641	F8III/IV
186.1682115109	+17.8527695500	 60543	 8.59	  11.67	 0.487	G5
186.1696718974	+01.3839376540	 60544	 7.59	   2.43	 1.571	M...
186.1764900168	-20.0712847067	 60545	 8.66	  13.24	 0.630	G1V
186.1766998977	-60.9041304585	 60546	 7.14	   2.29	 1.193	B9V
186.1772531045	+06.6311208925	 60547	10.32	   8.03	 0.946	K2
186.1846015962	-41.3867498476	 60548	 8.90	   7.96	      	
186.1863269827	-41.3842894785	 60549	 6.24	   6.55	 1.169	K2/K3III
186.1911974401	+57.3523847313	 60550	 8.74	   4.28	 0.563	G0
186.1912037578	+38.3187400197	 60551	 8.03	  26.94	 0.585	G0V
186.1932551204	-60.8871730547	 60552	 9.08	   3.38	 0.040	B9V
186.1969539630	-75.0526242516	 60553	10.51	  41.37	 1.020	
186.1996585887	-68.4810079862	 60554	 9.12	   2.32	 0.064	B9IV
186.2045006140	+31.0338549526	 60555	 7.55	   5.60	 1.132	K2IIICN+...
186.2045763402	+21.6276011505	 60556	10.33	   4.95	 0.495	F8
186.2060585786	-58.1196867176	 60557	 7.11	   4.81	 0.690	G0/G1:IV/V+
186.2149238359	-18.2531454236	 60558	 8.66	   4.11	 0.432	F3IV
186.2187626315	-18.2422877279	 60559	11.28	 112.52	 1.574	M4
186.2165254517	+31.8231582330	 60560	 8.02	   3.50	 0.960	G7IIIw...
186.2163268477	-72.6038974051	 60561	 6.61	  10.83	-0.001	A0V
186.2175469360	+06.3636749417	 60562	 8.47	   1.67	 1.158	K2
186.2221838990	-40.6708606512	 60563	 8.34	   0.03	 0.976	G8IIICNpvar
186.2243041861	+45.5846245522	 60564	 9.56	  -2.20	 1.406	M5IIIvar
186.2260823763	-19.8706225525	 60565	 9.05	   3.91	 1.022	K0III
186.2268608536	+16.1947908135	 60566	 8.09	   4.17	 1.130	K2
186.2288092448	-52.0043916955	 60567	 9.77	   6.32	 0.541	F6/F7V
186.2296592361	+72.3815714260	 60568	 8.41	   4.06	 1.030	K0
186.2319859009	+33.5289939974	 60569	 9.34	   6.42	 0.453	F5V
186.2331553534	-65.2110122139	 60570	 6.92	   0.40	 0.110	B1Iab
186.2372185633	+42.8547374678	 60571	 7.12	  12.10	 0.368	F2
186.2395171252	-02.3378217512	 60572	 9.86	  -0.29	 0.285	A2
186.2457229879	-04.2256510905	 60574	 8.12	  19.43	 0.664	G5
186.2458024645	-81.6445788374	 60573	10.73	   4.34	 0.631	B5
186.2461698611	-43.0404662112	 60575	 9.93	   5.85	 0.822	G8V
186.2481626266	-68.4350643583	 60576	 8.43	   3.66	 0.468	Fm...
186.2485173027	-50.1918532240	 60577	 8.19	   9.05	 0.320	A8/A9V
186.2516222920	+49.1418512444	 60578	10.65	   1.52	-0.144	B7V
186.2518408397	-21.6632840646	 60579	 8.76	   2.19	 0.850	G6IV
186.2554707279	-70.7276472211	 60580	 8.09	   5.23	 0.132	B9/B9.5V
186.2586014249	-37.3553363395	 60581	 8.86	   4.48	 0.873	G6IV
186.2594082692	+25.5606603679	 60582	 8.12	   9.34	 0.534	F8...
186.2630792837	-44.6808261014	 60583	 8.85	   0.98	 1.619	K3/K4III
186.2633683036	+56.7778279753	 60584	 5.82	   2.74	 1.622	M3III
186.2683584967	+22.9284976799	 60585	 8.55	  12.04	 1.100	G5
186.2692637080	-54.9787822278	 60586	 9.75	   3.20	 0.057	A1V
186.2696136424	+34.7648063915	 60587	 9.12	   6.04	 0.243	Am
186.2714024842	+60.6973539986	 60588	 7.38	  23.54	 0.569	G0p
186.2765105765	+63.8027812926	 60589	 6.31	   6.32	 0.919	G8III
186.2774489700	+37.2208064887	 60590	 8.25	   5.39	 1.130	K1III
186.2854930502	-42.5143122605	 60591	 6.10	  18.96	 0.652	G4IV
186.2869360400	-48.3091014832	 60592	 7.22	   3.38	 1.591	K4III
186.2906125305	+46.9214300693	 60593	 9.74	   6.70	 0.538	F8
186.2976784127	-33.0924826307	 60594	 8.61	   3.49	 0.401	F2IV/V
186.2990239064	-11.6105901904	 60595	 5.95	  15.49	 0.043	A1V
186.2998385814	-58.7868869455	 60596	 9.60	   1.15	 0.450	F0V
186.3074273551	+29.9514352537	 60597	 9.63	   4.13	 0.473	F8
186.3084702858	-25.9864335039	 60598	 6.85	  19.37	 0.397	F3/F5V
186.3129547373	+23.9262018684	 60599	 6.03	   6.56	 1.094	K0III
186.3232449580	-24.3913317693	 60600	 8.64	   2.21	 1.256	K2III
186.3230508812	-65.7698530893	 60601	 6.29	  20.87	 0.965	G8/K0IV
186.3249201563	-01.0699192251	 60602	 9.10	   7.13	 0.541	G0
186.3267117488	-27.7490021396	 60603	 6.09	   5.07	 1.272	K3III
186.3275962516	+13.1595231400	 60604	10.06	   1.89	 0.375	F8
186.3271066208	+31.8642548118	 60605	 8.73	  34.64	 0.897	K0V
186.3365881237	+11.9098614992	 60607	 8.82	  12.61	 0.573	G0
186.3385585499	+14.6512752461	 60608	10.17	   5.84	 0.595	G0
186.3392061337	+59.5651476711	 60609	 8.38	   4.33	 0.226	A3
186.3405621263	-35.1864167199	 60610	 5.71	   7.76	-0.066	B9IV/V
186.3437300703	+23.2290896869	 60611	 8.57	   9.51	 0.463	F8V
186.3438478396	+03.0485226136	 60612	10.51	   0.84	 1.122	K0
186.3449144284	+55.5104296016	 60613	 8.44	   1.87	 1.240	K0
186.3461079708	+37.7242850093	 60614	11.59	  24.09	      	
186.3477013595	+35.9759667718	 60615	10.37	   0.17	-0.114	B3
186.3539638041	-45.6254341108	 60616	 8.74	   3.34	 0.104	A1V
186.3575170837	-30.0250688325	 60617	 8.59	   0.54	 1.072	K0III
186.3601847135	-50.9225141579	 60618	10.43	   4.39	 0.451	F5
186.3610245497	+38.3478479490	 60619	 7.66	   7.17	 1.118	K2III
186.3619209165	-13.3374784560	 60620	 8.96	  19.13	 1.000	G8V
186.3644933613	+16.1713942829	 60621	 8.21	   2.98	 0.878	K0
186.3670952224	+48.3712196898	 60622	 7.75	   5.48	 1.030	G9III-IV
186.3707625414	-19.3586616080	 60623	 7.82	   2.68	 0.877	G8III/IV
186.3713101301	-76.0416094094	 60624	 8.41	   7.77	 1.010	K2IV
186.3756490021	-02.1434030354	 60625	 9.79	   2.88	 0.430	F2
186.3760776963	+04.8988962431	 60626	 8.88	   4.75	 0.475	F2
186.3769203284	-69.4766908368	 60627	 7.86	   5.51	-0.020	B6V
186.3799325345	+09.7517699015	 60628	 8.09	   2.54	 1.530	K5
186.3861629623	-69.4752813317	 60629	 8.78	   4.93	 0.037	B6V
186.3889586224	-40.8480262932	 60630	 9.73	   7.00	 0.593	G2/G3V
186.3901516397	+18.8670314640	 60631	 8.72	   3.58	 1.180	K2
186.3956474035	+01.2839642036	 60632	 9.66	  10.95	 0.445	sdF5
186.3957708541	+21.8323099553	 60633	10.05	  24.07	 1.130	K7
186.3974580407	-10.0384090339	 60634	 8.49	   1.90	 1.442	K5
186.4004341406	-26.8114319203	 60635	 7.69	  15.27	 0.488	F5V
186.4012501895	-07.6132645168	 60636	 9.11	   2.58	 1.089	K0
186.4051858472	+49.8877499282	 60637	 8.85	   1.99	 1.281	K1IV
186.4093131156	-86.1506127844	 60638	 6.32	   4.26	 1.065	K0III
186.4137659098	-57.3342797864	 60639	 8.17	   3.88	 0.130	B9.5V
186.4141817138	+23.3511447911	 60640	 7.65	   1.61	 1.190	K0
186.4190965535	-00.2821770564	 60641	 7.72	   7.61	 0.795	G5
186.4311092344	-25.7676201001	 60642	10.07	  20.14	 0.970	
186.4375108535	+44.7347500974	 60643	 8.27	   4.71	 0.483	F5
186.4427857395	-64.0220878443	 60644	 6.99	  25.93	 0.537	F8/G0V
186.4576119868	-04.8619603062	 60645	 8.19	  14.31	 0.498	F6V
186.4622437648	+39.0186160309	 60646	 5.01	  14.35	 0.955	G8III-IV
186.4629989671	-46.4851618377	 60647	 9.06	   5.36	 0.398	F2V
186.4626518848	-01.1105915335	 60648	10.26	  26.04	 1.202	K7V
186.4664692378	+26.7766674349	 60649	 8.34	  11.39	 0.449	F6V
186.4690641821	-74.1856221220	 60651	 9.74	   4.12	 0.417	A1m...
186.4694417629	-76.8837588943	 60650	 8.27	   3.87	 1.537	K2/K3III
186.4710715801	+62.1823018891	 60652	 9.65	  22.65	 0.924	K0
186.4758588709	-17.2484919804	 60653	 8.72	  14.82	 0.636	G5V
186.4777735751	-36.1540068050	 60654	 9.22	   2.21	 1.059	K1
186.4783838179	+04.1997550675	 60655	 7.44	   3.86	 1.110	K0
186.4815606704	+19.7307154025	 60657	 9.93	   3.22	 0.900	K2
186.4849363149	-45.4295477474	 60658	 9.49	  12.11	 0.692	G5V
186.4886306912	+42.3669618416	 60659	 8.96	   8.54	 0.387	F8
186.4936757203	-11.8898647064	 60660	 8.90	   5.43	 1.114	K0
186.4940669784	+08.0622295328	 60661	10.34	  25.08	 1.254	M0
186.4941669229	-48.8542188546	 60662	10.73	  17.79	 1.120	G:
186.4974460162	-17.9289794915	 60663	 8.14	   1.49	 1.411	K3III
186.4984064197	-14.9477810426	 60665	 7.15	  16.19	 0.505	F6V
186.4989606430	+25.6816758942	 60664	 8.24	   2.64	 1.097	K0III
186.5000631705	+43.1181927392	 60666	 8.65	   3.49	 1.160	K0III
186.5035123307	+02.0420039072	 60667	 7.33	   7.12	 0.059	A0
